"","p_cntrl4224","p_cncr8407","p_cntrl6764","p_cncr3273","p_cntrl1262","p_cncr8861","p_cncr5984","p_cncr8964","p_cncr7142","p_cncr1466","p_cntrl8055","p_cncr5423","p_cncr4352","p_cncr5461","p_cntrl4503","p_cncr5996","p_cntrl6350","p_cntrl2055","p_cncr9392","p_cncr2497","p_cntrl3871","p_cntrl9527","p_cncr8117","p_cntrl3797","p_cncr2900","p_cncr4395","p_cncr2896","p_cncr3688","p_cncr3488","p_cncr5857"
"11010110000110100111",435,36468,9555,4815,729047,1526,3122,404,99,607249,344,2073,36542,1200,2306,614,5447,3238,1376509,2165,7,5937,361,5124,581715,2393,13,61325,1089,52850
"10100010011010111110",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11001000111110001010",5365,3134770,30569,112966,297849,3244,432114,2674,67738,7492,10615,14177,73889,580,23087,20222,595750,8687,27067,37985,53590,49614,1439,213822,536328,11315576,35083,242045,26555,185237
"11010110001001100000",6338457,330628,8089,1215589,55327,251769,1689076,164338,63,43038,81982,461742,1707944,735004,487167,738,184615,466704,61669,27248,29406,5227,5535,142159,2957,12825,80952,73022,13358,468176
"01010011000111001100",654,3804,9077,373,76760,1724,78486,9,435,32065,6,813,6724,21126,903947,2619,1060,13628,577625,218001,44,5724,76,45455,394715,5629,5,28453,274,11053
"01100011110100100111",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"00111110111111101100",9638492,378952,325,1275674,11281,65370,22884,17604,1047359,128725,13333,9618,34054,38191,1191726,87147,10268,4141,8142,658175,22433,8032,18498,2446579,40281,33768,778,52698726,266493,36498
"10101000100010000000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11011111110100010110",13479,1331978,597275,142822,43671,4554,120557,153281,157418,993760,4848302,6842952,755579,6420,20236,476740,732352,4690,4975394,17122,31031,22135,18443,116529,139246,18749,151,931425,138781,80776
"01010111100001111001",3228,46881,1731,678,700,3209292,2140,8102,2,4610,53962,88,496566,27537,1372105,1333,4973,778,188064,608915,11371,1870,3940,1364,3630438,1873,17,10691,603,1475
"11011101010010011101",66942,289843,4968014,138247,113207,179345,469,95627,138063,739540,2149142,888077,741450,74091,78929,49884,864160,873,215609,357544,86376,9775,3315994,5897,27327,14004,59513,65151,75927,504030
"10010111001101100000",717652,33103,275714,1231059,26726,43251,4233875,44482,923,1153475,4468,709466,1168985,244023,1420945,16271,89926,16409088,170236,65894,8539,12967,5132,1169388,92491,15475,1440,40039,36170,78746
"11011101101000101101",979716,175085,122007,196285,28975,183537,86540,16320661,299,44482,687438,47500,1275619,63268,945173,392652,1628415,6351,2230,1247766,242795,95938,55342,2161,168182,1676205,8113,111829,708826,76291
"11100101101000001110",175859,55976,144049,486812,14647,4003,8973093,716156,16189,1960,533575,737143,40978,142466,455044,170092,72529,250199,24421,19569,212463,342733,111355,22252,3792,20525255,11943,27971,322879,72993
"11011111100011100000",45121,18530,327,80439,240568,7750,34895,4082,18,9707,4864,777,3085677,29385,637888,28611,25304,3451,1852,38885,3873,77,430,12283,257332,252,84,57011,70,442019
"11011011000110110110",17,4190,155531,252,2367254,3352,1691,508,112,150270,78,19300,13746,10783,31577,50570,17917,10209,3764584,509,1,17,245,41591,59374,226,24,14535,464,2140557
"00100101000110000010",6,733,291911,11108,16423,33,7172,141,9394,238633,13,814,11370,5634,17252,2800,1992,1315020,616507,824,159,34158,6842,34027,358092,30970,77,801,3117,15461
"00001001011100010010",12,9030,14618408,18353,143980,19379,4587,87622,34151,293562,2021,546426,21543,9450,22391,52326,459803,4016970,11675016,8375,13368,81785,27046,710018,169262,284435,15542,3593,389678,109485
"10110000101110110010",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10101001110011001100",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"00111001001010011111",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01100111010010010000",10140,16189,1745007,49464,2559,218135,494,15079,13444,44964,4245914,517316,1083028,345195,1062397,425,103931,174360,912511,29750,87683,1549,1383152,531862,16324,1727,267764,16102,69079,143101
"10010000101100001001",141835,486018,39093,337229,4854,11657,3835102,22929,1554,82892,11589,13817,128966,24750,11399,36538,1106770,44909,61406,54126,4826,239324,3244,13902,20609284,10005288,46551,1208,1435164,13361
"11111001010000010000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10010000010111110000",103367,47724,359922,591235,407536,38195,76761,4130,97746,433621,1688,1033598,1305708,840596,36816,96268,39009,289890,574538,967,4435,3127,87866,197657,14107,142,216078,19054,131177,1021092
"00100100110010101101",346939,11359,13046,504890,13095,133265,992,124757,177947,65254,601635,4224,190726,62649,274730,114067,15584,1898,3228,146063,1898750,1172781,603783,9540,125111,33942,11833,340286,14247138,10098
"10110101000010111110",586,1640,143555,18025,113881,9515,2144,2855,2346,37340,584,38939,5567,160572,89841,83787,303,9308,1360640,314,14,60,147182,1949,2336,404,41,6046,7089,1015121
"10001001011000011110",460,8244,4181416,113703,2718852,121526,20919,112540,46168,48666,35993,7114872,1993,39347,76893,968744,100884,124860,3360679,7507,28298,15070,37565,83087,3110,183315,7153,6360,271699,1686666
"10110111111110011000",721981,530874,227599,1446516,458,114315,67617,6692,58990,31999,1923824,752627,283412,37236,607495,7587,33966,38822,923865,49849,955,105,413836,1046619,1805600,47302,10049,79490,156197,57525
"11110001110011001001",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10101001101110011001",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10001000010110001011",291,659256,190481,90676,1073836,6518,10888,188,2014520,3434966,2457,5377,25651,788,2985,53284,780945,11322,82635,81458,113771,227032,5575,156557,1108184,695261,9189,26163,44148,227011
"01011010001011110111",72045,8063,2219,7008,8130303,4099580,806,287328,3558,21693,11645,113040,65091,979319,5632,11886,2408296,51270,97022,105501,1360,2257,341066,2013853,2844,18291,326037,519803,31703,5369149
"10000111010000111000",13000,67303,6005383,90156,6158,4923157,8381,7784,1100,706648,4486517,466228,401168,35424,8398906,12531,26812,33171,1811048,34717,590777,2443,16150,58250,54581,675,518,17729,128345,64012
"10100101101011011101",16288401,1566,95842,3078656,24655,136242,269723,117009,281996,4684,855730,442298,49797,6983767,139303,641924,113269,398747,3312,17989,111356,44754,21627942,181939,10635,450274,1701265,2162,98559,143009
"10010100100011101100",685229,5341,324,503585,301412,1889,335497,857,680,14268,383,1507,60133,77981,77303,210157,556,538,5653,1855,1495,9927,1274,636,31628,684,29,49335,4606,70217
"10100010011101111001",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01001000010001101100",15525,82324,27341,16494,422109,139161,22303,33346,27640,85728,2994,12274,34135,134555,3500993,188709,30333,6153,16548,230721,10103784,1025633,1070,16704,464,15119,7178,395390,143616,96706
"00111010010010101011",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01000011010110100001",278,8230,1438350,1883,80813,374143,562,7544,602,276644,17746,7284,3244200,6865,1605664,1306,217228,435237,139383,1767915,85966,84153,6766,434878,8939524,9350,6681,52144,201043,15028
"00000010010101110000",3958,18741,203553,17905,23991,454522,20284,1525,9143,749369,7325,71865,100002,161704,375561,12384,25041,484048,3251780,4679,97714,49763,1547,1139562,46021,349,7217,17078,157338,21697
"10010010101000101100",2951123,22952,2745,316662,98970,280848,2337581,108600,78,12287,104881,217661,48610,201631,477856,224420,101619,7988,44503,22857,2974,4891,496,39490,120266,56903,1342,73039,4447451,268712
"01001101000100110000",5,9942,9606973,185,1293,2555,485,3489,18,692750,182,274,80836,6696,576824,2461,23374,59235,1147918,623,1230,7981,339,1760,158724,2155,242,381,1179,5837
"10110000110001011101",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11001110100111011000",23226,1015517,2277,6548,2810,2441,111376,2,1821,51369,5517,68,16450,3417,59779,1925,30397,223,38390,1069,1775,493,65,45508,383920,8772,458,6811,5,16375
"11101111101100110001",60323,244558,580804,36814,399,299142,15584,780651,455,95737,3980206,20687,586646,107795,886776,22881,3098223,382473,21716,13802,25474,1122,42393,358906,496754,281440,444183,2725,40758,49245
"00011111000000001000",107,28128,15017,4960,3320,9850,1824,247,42,1006617,821,205,14348,2257,474596,1722,16764,1325,613165,238394,1230,1037,76,4133,1852071,5422,1,4623,1509,17428
"11111100101001111001",11129118,6917487,2480,544576,1002,1745160,76328,2285535,4626,7235,1315309,10110,455217,2095808,232384,41279,811246,5912,2398,48924,208025,1357,796299,13986,4499,357738,5232355,19425,23104,306277
"01011011110111111100",129087,124955,29241,3015,41394,631740,11391,8836,95048,55204,41627,31776,718343,79034,5711350,619133,103105,1642,53598,2087568,72942,3285,14889,844146,138715,2241,416,11570877,77285,55673
"10010011111010100100",519871,476,21519,2254236,5954877,205077,53044,1195020,216,3636,199466,7308850,1289605,147370,643504,570157,39833,131261,56373,67688,2155,973,20486,222662,432078,1511,2735,254280,5901790,1620541
"10010101100000001110",957,6842,13717,120554,119062,281,753605,6503,504,29456,2401,20127,18058,4530,18534,450339,1823,2041,512486,4520,1207,63927,995,209,381770,41201,0,6913,24153,21049
"00101000011111010000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01011011101100111101",18470,87055,195109,382,2465,2697048,5791,475571,188,63139,112104,8246,111197,43316,1307098,86059,2337773,6945,152533,1683199,3104,8203,6692,124801,3697603,573568,2320,113635,860589,11828
"00100100101010001100",4541524,4018,16795,1185725,4595,4591,195386,34819,75513,9358,75227,28241,19811,407499,117482,31198,85029,36598,3890,9649,44564,410597,259816,83130,18200,1979781,139108,37937,3882981,33654
"00011110001001111001",588145,338446,7257,49865,4341,35060900,1544,57955,1451,788693,122133,4538,76356,254967,163869,1948,1095525,11711,96475,770345,62864,3743,82385,324271,47645,32954,24732,84056,31364,84356
"01011010000110000010",7,83347,1923,412,229757,267,2724,23,233,196095,10,150,13121,750,2225,299,80103,3225,1365157,6517,8,644,22,65754,1478767,12907,53,21077,323,182425
"01001001111011101111",9943,5752,4519,22234,10601498,1237997,4452,1222335,25815,777,13851,8769,177101,16357,581942,632991,120740,33443,1264,16087003,4083500,749616,158000,176331,73830,1408172,6156,3639163,118483,122639
"00011100001111010111",128072,18222,110155,271309,529868,7640,7735,47322,3767802,3267998,1326,226535,28903,209836,142,37828,2553070,284938,361894,12157,1561,589352,3647660,1238340,15415,367276,141606,128249,81738,200333
"01001000000001001101",123,7708,1952,888,252133,5106,4562,420,293,32001,34,39,576,28107,47868,12927,10650,1315,32614,35129,19433,472674,65,608,23736,73845,921,495,490,15959
"00111011101100111111",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"00001011011100000000",182,8810,1178370,43237,56762,22069,9837,13040,2189,699942,3275,82338,33971,4606,608299,10329,361795,2176232,1131199,193623,24171,42203,332,2084596,2030558,124516,2628,8018,258857,37694
"00110101011001111000",110418,50943,288518,471586,1515,4921735,6146,1194342,13117,17513,42663,473104,194756,1870323,9554842,11465,2676,686115,779329,232091,110733,2904,4009819,78343,2057,6854,28022,61494,381680,69147
"10101010001001101000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10010111111000001101",721804,54746,36008,3881561,44200,443654,74697,640499,1451,50466,9827065,1218474,210295,10475,240036,59064,62442,7186,297916,2511207,80740,94188,39679,18658,4925292,228917,243,111614,1947413,14149
"00110001000001001100",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"00110011000011101111",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01011001001010101011",967,44302,78769,2112,526834,1435434,1051,480592,607,18154,1864,2989,705358,23364,209531,6711,3727578,79290,8942,15133145,18359,8442,235279,95293,318033,2804528,27454,226493,123741,928666
"00111010010011000001",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10101000010111110011",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01110110011010101100",854116,203031,10190,130217,11904,852886,1157,86358,2788,13634,145959,116690,68989,86304,3572494,221,4912,4568,230935,426921,3283,1633,91428,130512,3741,15016,9600,7401380,666555,145743
"01111010111100101000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10100100001010100011",57181,7329,58558,2241410,396441,49795,12295,236893,9125,66007,28470,71301,152052,221300,6644,5314,261601,2733652,10574,2292,11865,22832,1435897,160430,10586,275481,1725608,4928,259527,1681002
"11011110100011111110",63364,208673,88,10076,434883,43106,18156,415,932,8886,11229,1425,20856,16604,24601,43515,6870,27,54117,2642,465,89,1086,10292,6135,635,17,951672,72,572958
"10000010001100111001",10027,88740,954221,5957,5037,3573457,36119,1434,136,441148,30144,13304,10463,43151,190309,2124,372996,190287,1112515,6258,1395,4032,1238,298635,1018362,134312,56454,531,113874,38663
"11010101011000101011",3320,1189739,610337,175566,111557,1953468,11228,3491358,327,27034,241169,282227,1704200,4086,444778,1804,50049,85007,587325,3444483,187880,58646,249315,4388,176922,675752,1895,226030,161323,76256
"11011001011110110011",243,143280,3768615,18155,1715821,347615,500,752455,4048,72512,8796,501993,1277821,13919,18731,19415,1224544,394258,917962,67637,794,691,558517,193298,322463,53675,259480,41694,57674,2490796
"01011110101011110100",42388235,23809,1805,155042,81277,485273,15488,590074,2327,13349,481657,137698,1099926,1634469,96245,23957,1598412,6904,8483,25888,14055,2691,199981,732905,3391,5443,168917,2600419,77982,565436
"00101010110000001001",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11101011111000000001",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10101000111011000111",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01110010001101111111",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11110000101000001110",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11001011111001010110",22808,12674,18430,251059,6642172,182036,329262,602813,9388,1177,1163584,12058777,42864,147447,83980,1147076,263358,167547,347948,16196,201143,8901,14084,984543,3909,50811,21557,66489,16329,1440212
"10011110100110111111",1852,128008,1919,4370,77034,16135,921,139,2446,993341,4660,212,5721,591,1599,59743,21936,28,371733,2197,20,441,744,9057,4013592,3312,2,126548,1928,44077
"10111110010100001010",7033,59593083,17610,823856,4409,4346,96608,599,3232414,15554067,54567,57244,15227,2095,37731,13428,71240,3718,1735170,60669,23625,3789,2025,333497,53284,99924,145,625587,41533,155856
"11100001010100101100",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"00101011110101101111",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10111111000010000010",187,8389,2833,180473,327636,511,3092,502,1896,229747,890,7329,20642,14189,11846,10913,16188,25120,193960,3164,38,14,3598,54999,75469,1327,58,4116,309,4346602
"11101100010111111101",310532,1396947,343618,104100,22227,94499,2224,4460,6907969,1097927,57711,20665,35896,225103,330525,70730,36504,5718,19501,12988,286459,28821,434237,82990,616,10497,535868,158856,8071,134201
"11011101000010011100",1907,18868,682454,6585,60810,2158,1975,836,448,97151,2421,16212,22192,45699,90560,14638,20806,423,443481,1946,79,176,10597,558,10972,1784,491,2066,427,534279
"10000100010110011111",7243,149840,5522708,175041,169901,14216,7856,572,6519290,5354015,106879,382645,16503,4850,1285,24516,75411,8761,3838903,3337,26711,1353282,444160,55120,87128,95405,5020,45433,198059,28601
"11010011111111110111",77933,16002,25600,72173,4780926,1066879,45482,519060,6851,2697,130293,3454506,939236,81357,42242,172861,68972,271623,522673,155756,1779,4609,322592,1395895,361981,14831,9265,945062,70029,300203
"10010010000100110000",97,13715,71161,2713,16808,10001,13734,129,3,426476,142,5402,12086,29814,27954,3106,4017,18840,23906499,32,2,41,18,6006,634634,55,121,113,4686,117306
"00000101110100010000",3633,16521,18533796,162530,654,5546,48411,67416,38219,644245,530578,275917,2299686,22302,115733,79376,189468,278747,1669569,6469,889723,2329469,93396,36980,2607890,25128,3703,4588,3185490,1153
"00011110000111101111",695,38713,295,2460,405022,10627,711,31,17021,4589233,12,23,1960,876,8454,7207,3713,587,128045,194776,214,22740,307,59383,446633,6079,0,1350033,360,15059
"00101101010011110010",4009,4793,223373,324280,275251,175287,476,145744,3081657,205825,28227,172069,489516,655003,237237,276962,57441,966507,39525,21177,1696969,7083,10246882,1243500,426,1035,55672,211223,47626,1639518
"01010001110101001000",18438,815197,61386,33783,2940,11695,3297566,18795,34138,18718,7007,23636,2838486,32400,2448799,86310,46163,45153,101189,4784534,2071290,1538260,5162,26953,1495881,324074,789,184344,223786,1975
"10001111011001001000",124753,162028,68827,3170790,106671,310466,184466,6473,15784,232199,161281,222222,42929,17858,3607156,17295,72358,205072,63090,981786,2713529,14031,2969,795471,25649,86180,1802,52465,3296,157623
"00111110001010000000",609680,40331,5034,1442384,11127,16586,3991,26609,14003,390927,33654,43805,101381,375836,30200,932,1834082,102162,27776,33849,1306,488,110553,1792840,24286,53278,395702,47755,182761,1786632
"00100110110001001100",2357403,68144,675,2016789,3976,38884,371409,6250,721866,54084,1040426,46019,16923,182374,874580,109974,4402,4905,36438,126534,8406508,1105225,10203,154417,9178,26818,684,487398,551825,5121
"10010110000110100111",471,5665,8011,23631,1408001,1268,2708,225,408,2928516,147,2795,13274,1408,936,3827,3572,6719,1616663,1059,5,6516,453,10499,1305824,956,3,30855,4404,65139
"01000010011010010011",501,16711,71234,9261,704327,3509412,170,24522,633,3865,398982,176340,84200,17114,3018,57,684380,99796,5041631,44471,4884,9077,232559,893372,296870,93692,981847,14426,67308,324607
"10001110110100100001",31906,747148,37375,791402,15836,37375,12888,25384,8283,8764077,1427244,4904,1127685,1201,57376,88055,866337,6127,21912,37739,1599631,208112,485,67697,9377385,15009,1260,66459,326399,10330
"11101010111001111111",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11000001110010101010",3558,60185,112944,41943,818398,129676,183687,39667,3497,1546,157920,54475,4607131,8062,1498999,194873,70807,21576,8813,255370,2089361,32602,21590,24392,204865,83595,2149,319475,199773,306925
"01110011111001011010",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10110100011101101111",139309,936945,17214,3233784,121360,53824,165601,178272,1186102,389561,2797,318702,7653,46817,46784,67370,1526,208460,553521,78253,18362,407847,171901,60295,4174,326047,1894,688975,282186,42212
"00111011101111110100",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01111100100111011001",7865,1388266,712,4224,193,2925,1684,206,19888,32703,814,8,30120,29290,11406,2030,25199,203,22513,17178,705,2134,27139,4175,703255,55741,9325,5385,159,5405
"10111111111101100001",464571,384111,3877,8393278,13613,158058,48976,1552374,22362,235482,209286,64626,1023162,49878,799677,280324,83210,458275,11849,925369,130756,3674,36277,701308,1084780,33057,5705,177506,80937,60310
"01000100011100001000",5744,2264983,2619275,46536,650,12502,79258,5948,4120,172068,13108,17402,70535,1770,523027,68,40734,75841,1661307,98006,195989,3701497,2469,25007,209118,3745576,12303,46596,159465,956
"11000111001110001100",346296,38145,5466080,46243,19685,7000,1129683,585,5265,261966,34190,305380,53890,18256,1868723,1547,190179,344281,129750,84454,3989,60815,4224,790610,95010,1204755,3471,66763,16012,30807
"10110110001000100010",156339,125144,7505,2455003,45740,79533,218418,296281,980,129899,78640,788992,105864,262716,43427,3583,85434,808407,394812,3016,1364,715,30126,310554,4202,31983,13385,48178,352208,2074077
